    2.78005e+03     9.96440e-01     2.49110e+04
    2.78015e+03     9.84840e-01     2.46210e+04
    2.78025e+03     9.98440e-01     2.49610e+04
    2.78035e+03     9.91840e-01     2.47960e+04
    2.78045e+03     9.99560e-01     2.49890e+04
    2.78055e+03     9.94520e-01     2.48630e+04
    2.78065e+03     1.00972e+00     2.52430e+04
    2.78075e+03     9.97720e-01     2.49430e+04
    2.78085e+03     1.00436e+00     2.51090e+04
    2.78095e+03     9.93880e-01     2.48470e+04
    2.78105e+03     9.98960e-01     2.49740e+04
    2.78115e+03     1.00116e+00     2.50290e+04
    2.78125e+03     1.00420e+00     2.51050e+04
    2.78135e+03     9.96360e-01     2.49090e+04
    2.78145e+03     9.99160e-01     2.49790e+04
    2.78155e+03     9.93120e-01     2.48280e+04
    2.78165e+03     9.93640e-01     2.48410e+04
    2.78175e+03     9.91760e-01     2.47940e+04
    2.78185e+03     1.00156e+00     2.50390e+04
    2.78195e+03     1.00208e+00     2.50520e+04
    2.78205e+03     9.96120e-01     2.49030e+04
    2.78215e+03     9.95160e-01     2.48790e+04
    2.78225e+03     1.00116e+00     2.50290e+04
    2.78235e+03     9.98440e-01     2.49610e+04
    2.78245e+03     9.95840e-01     2.48960e+04
    2.78255e+03     9.93880e-01     2.48470e+04
    2.78265e+03     9.96840e-01     2.49210e+04
    2.78275e+03     1.00796e+00     2.51990e+04
    2.78285e+03     9.91880e-01     2.47970e+04
    2.78295e+03     9.89120e-01     2.47280e+04
    2.78305e+03     1.00444e+00     2.51110e+04
    2.78315e+03     1.00024e+00     2.50060e+04
    2.78325e+03     9.87240e-01     2.46810e+04
    2.78335e+03     9.96280e-01     2.49070e+04
    2.78345e+03     9.91560e-01     2.47890e+04
    2.78355e+03     9.90160e-01     2.47540e+04
    2.78365e+03     9.95520e-01     2.48880e+04
    2.78375e+03     9.90680e-01     2.47670e+04
    2.78385e+03     9.93760e-01     2.48440e+04
    2.78395e+03     1.00656e+00     2.51640e+04
    2.78405e+03     9.99800e-01     2.49950e+04
    2.78415e+03     1.01096e+00     2.52740e+04
    2.78425e+03     9.92520e-01     2.48130e+04
    2.78435e+03     9.98200e-01     2.49550e+04
    2.78445e+03     9.84480e-01     2.46120e+04
    2.78455e+03     9.93200e-01     2.48300e+04
    2.78465e+03     9.94920e-01     2.48730e+04
    2.78475e+03     9.96880e-01     2.49220e+04
    2.78485e+03     1.00156e+00     2.50390e+04
    2.78495e+03     9.96920e-01     2.49230e+04
    2.78505e+03     1.00536e+00     2.51340e+04
    2.78515e+03     1.00520e+00     2.51300e+04
    2.78525e+03     9.84440e-01     2.46110e+04
    2.78535e+03     9.98120e-01     2.49530e+04
    2.78545e+03     9.89800e-01     2.47450e+04
    2.78555e+03     1.00128e+00     2.50320e+04
    2.78565e+03     9.93680e-01     2.48420e+04
    2.78575e+03     9.98000e-01     2.49500e+04
    2.78585e+03     9.87400e-01     2.46850e+04
    2.78595e+03     9.90040e-01     2.47510e+04
    2.78605e+03     9.97520e-01     2.49380e+04
    2.78615e+03     9.93840e-01     2.48460e+04
    2.78625e+03     9.76640e-01     2.44160e+04
    2.78635e+03     9.67400e-01     2.41850e+04
    2.78645e+03     9.76520e-01     2.44130e+04
    2.78655e+03     9.64720e-01     2.41180e+04
    2.78665e+03     9.67480e-01     2.41870e+04
    2.78675e+03     9.54600e-01     2.38650e+04
    2.78685e+03     9.47160e-01     2.36790e+04
    2.78695e+03     9.43920e-01     2.35980e+04
    2.78705e+03     9.30760e-01     2.32690e+04
    2.78715e+03     9.26440e-01     2.31610e+04
    2.78725e+03     9.23440e-01     2.30860e+04
    2.78735e+03     9.03680e-01     2.25920e+04
    2.78745e+03     9.03360e-01     2.25840e+04
    2.78755e+03     9.05040e-01     2.26260e+04
    2.78765e+03     8.98160e-01     2.24540e+04
    2.78775e+03     8.75880e-01     2.18970e+04
    2.78785e+03     8.86880e-01     2.21720e+04
    2.78795e+03     8.78920e-01     2.19730e+04
    2.78805e+03     8.78000e-01     2.19500e+04
    2.78815e+03     8.69120e-01     2.17280e+04
    2.78825e+03     8.66160e-01     2.16540e+04
    2.78835e+03     8.57920e-01     2.14480e+04
    2.78845e+03     8.45680e-01     2.11420e+04
    2.78855e+03     8.45440e-01     2.11360e+04
    2.78865e+03     8.58520e-01     2.14630e+04
    2.78875e+03     8.47280e-01     2.11820e+04
    2.78885e+03     8.33560e-01     2.08390e+04
    2.78895e+03     8.38920e-01     2.09730e+04
    2.78905e+03     8.42280e-01     2.10570e+04
    2.78915e+03     8.18520e-01     2.04630e+04
    2.78925e+03     8.20560e-01     2.05140e+04
    2.78935e+03     8.26400e-01     2.06600e+04
    2.78945e+03     8.15840e-01     2.03960e+04
    2.78955e+03     8.12280e-01     2.03070e+04
