      2575.05     0.992024
      2575.15     0.991553
      2575.25     0.992219
      2575.35     0.998668
      2575.45     0.986956
      2575.55     0.993616
      2575.65     0.991147
      2575.75     0.992625
      2575.85     0.991861
      2575.95     0.994753
      2576.05     0.984503
      2576.15     0.999041
      2576.25     0.994785
      2576.35     0.996767
      2576.45     0.989084
      2576.55     0.995175
      2576.65     0.994054
      2576.75     0.995598
      2576.85     0.996183
      2576.95     0.996166
      2577.05     0.993064
      2577.15     0.984665
      2577.25     0.991098
      2577.35     0.994493
      2577.45     0.989961
      2577.55     0.994103
      2577.65     0.994818
      2577.75     0.995370
      2577.85     0.993762
      2577.95     0.985965
      2578.05     0.993080
      2578.15     0.986842
      2578.25     0.984048
      2578.35     0.999090
      2578.45     0.982228
      2578.55     0.988288
      2578.65     0.986647
      2578.75     0.988531
      2578.85     0.979532
      2578.95     0.990806
      2579.05     0.979158
      2579.15     0.988418
      2579.25     0.984941
      2579.35     0.979239
      2579.45     0.983544
      2579.55     0.986874
      2579.65     0.985152
      2579.75     0.983560
      2579.85     0.991878
      2579.95     0.985689
      2580.05     0.976380
      2580.15     0.984616
      2580.25     0.982180
      2580.35     0.984600
      2580.45     0.977891
      2580.55     0.975633
      2580.65     0.978622
      2580.75     0.980961
      2580.85     0.975373
      2580.95     0.981237
      2581.05     0.975893
      2581.15     0.972384
      2581.25     0.981871
      2581.35     0.974074
      2581.45     0.979142
      2581.55     0.980961
      2581.65     0.980230
      2581.75     0.977241
      2581.85     0.977631
      2581.95     0.971669
      2582.05     0.969379
      2582.15     0.966682
      2582.25     0.974577
      2582.35     0.963157
      2582.45     0.968518
      2582.55     0.967625
      2582.65     0.968713
      2582.75     0.964051
      2582.85     0.966211
      2582.95     0.949317
      2583.05     0.953346
      2583.15     0.956871
      2583.25     0.953411
      2583.35     0.948342
      2583.45     0.952972
      2583.55     0.950746
      2583.65     0.948342
      2583.75     0.943680
      2583.85     0.942218
      2583.95     0.940074
      2584.05     0.932780
      2584.15     0.926997
      2584.25     0.923082
      2584.35     0.913546
      2584.45     0.905457
      2584.55     0.897026
      2584.65     0.895434
      2584.75     0.884875
      2584.85     0.872951
      2584.95     0.856170
      2585.05     0.843922
      2585.15     0.819961
      2585.25     0.796975
      2585.35     0.771520
      2585.45     0.729073
      2585.55     0.695447
      2585.65     0.652106
      2585.75     0.582222
      2585.85     0.515067
      2585.95     0.425007
      2586.05     0.351094
      2586.15     0.363245
      2586.25     0.565929
      2586.35     0.875631
      2586.45      1.02737
      2586.55      1.05679
      2586.65      1.04675
      2586.75      1.04945
      2586.85      1.05827
      2586.95      1.05318
      2587.05      1.04602
      2587.15      1.03653
      2587.25      1.02757
      2587.35      1.02342
      2587.45      1.01970
      2587.55      1.01663
      2587.65      1.00832
      2587.75      1.00179
      2587.85      1.00294
      2587.95      1.00213
      2588.05      1.00234
      2588.15     0.998798
      2588.25     0.997888
      2588.35     0.999854
      2588.45     0.998684
      2588.55      1.00112
      2588.65      1.00016
      2588.75     0.996183
      2588.85     0.992138
      2588.95     0.989847
      2589.05     0.996865
      2589.15     0.991861
      2589.25     0.998408
      2589.35     0.991244
      2589.45     0.991894
      2589.55     0.994298
      2589.65     0.991780
      2589.75     0.994769
      2589.85      1.00317
      2589.95     0.995663
      2590.05      1.00292
      2590.15     0.999561
      2590.25     0.991699
      2590.35     0.993778
      2590.45     0.994136
      2590.55     0.990351
      2590.65     0.990611
      2590.75     0.997661
      2590.85     0.985851
      2590.95     0.996491
      2591.05     0.986858
      2591.15     0.991845
      2591.25     0.989620
      2591.35     0.992625
      2591.45     0.990562
      2591.55     0.978167
      2591.65     0.974155
      2591.75     0.971523
      2591.85     0.966942
      2591.95     0.970809
      2592.05     0.962101
      2592.15     0.967982
      2592.25     0.970159
      2592.35     0.968079
      2592.45     0.970549
      2592.55     0.972628
      2592.65     0.963287
      2592.75     0.964034
      2592.85     0.968031
      2592.95     0.960997
      2593.05     0.961175
      2593.15     0.960769
      2593.25     0.962215
      2593.35     0.961825
      2593.45     0.954255
      2593.55     0.973050
      2593.65     0.954044
      2593.75     0.954515
      2593.85     0.957472
      2593.95     0.948976
      2594.05     0.956253
      2594.15     0.950324
      2594.25     0.954288
      2594.35     0.944460
      2594.45     0.957390
