      2780.05     0.995727
      2780.15     0.991255
      2780.25      1.00491
      2780.35     0.991774
      2780.45     0.993651
      2780.55      1.00735
      2780.65     0.987981
      2780.75      1.00295
      2780.85     0.995328
      2780.95     0.999002
      2781.05     0.986544
      2781.15     0.996287
      2781.25     0.980075
      2781.35     0.999720
      2781.45      1.01026
      2781.55     0.996965
      2781.65     0.992853
      2781.75      1.00982
      2781.85     0.989379
      2781.95      1.00052
      2782.05     0.992533
      2782.15     0.992932
      2782.25      1.00080
      2782.35      1.00407
      2782.45     0.988820
      2782.55     0.997365
      2782.65     0.998243
      2782.75     0.990537
      2782.85     0.992813
      2782.95      1.00627
      2783.05      1.00036
      2783.15     0.993292
      2783.25      1.00555
      2783.35      1.00759
      2783.45      1.00056
      2783.55      1.00260
      2783.65     0.994689
      2783.75      1.00563
      2783.85      1.00068
      2783.95      1.00355
      2784.05     0.998882
      2784.15     0.994290
      2784.25      1.00831
      2784.35      1.00020
      2784.45      1.00399
      2784.55      1.00016
      2784.65     0.998842
      2784.75     0.998403
      2784.85      1.00116
      2784.95      1.00555
      2785.05     0.992813
      2785.15     0.994250
      2785.25      1.00463
      2785.35      1.00299
      2785.45      1.00192
      2785.55     0.997564
      2785.65     0.995089
      2785.75     0.998562
      2785.85     0.992813
      2785.95     0.986943
      2786.05     0.995408
      2786.15     0.999760
      2786.25     0.995727
      2786.35     0.982551
      2786.45     0.983349
      2786.55     0.986144
      2786.65     0.984427
      2786.75     0.976681
      2786.85     0.938428
      2786.95     0.818719
      2787.05     0.563768
      2787.15     0.388716
      2787.25     0.317641
      2787.35     0.296638
      2787.45     0.291048
      2787.55     0.288652
      2787.65     0.276473
      2787.75     0.278470
      2787.85     0.266970
      2787.95     0.271762
      2788.05     0.266651
      2788.15     0.259383
      2788.25     0.255430
      2788.35     0.247564
      2788.45     0.250399
      2788.55     0.241575
      2788.65     0.241295
      2788.75     0.242413
      2788.85     0.236464
      2788.95     0.233309
      2789.05     0.226801
      2789.15     0.229796
      2789.25     0.226481
      2789.35     0.226122
      2789.45     0.223407
      2789.55     0.217377
      2789.65     0.221291
      2789.75     0.220572
      2789.85     0.216299
      2789.95     0.217897
      2790.05     0.220093
      2790.15     0.217337
      2790.25     0.220053
      2790.35     0.219773
      2790.45     0.219613
      2790.55     0.217457
      2790.65     0.227480
      2790.75     0.227559
      2790.85     0.236304
      2790.95     0.240497
      2791.05     0.237422
      2791.15     0.243172
      2791.25     0.251637
      2791.35     0.255191
      2791.45     0.261500
      2791.55     0.270724
      2791.65     0.271682
      2791.75     0.277991
      2791.85     0.283381
      2791.95     0.287454
      2792.05     0.301150
      2792.15     0.302867
      2792.25     0.319997
      2792.35     0.322632
      2792.45     0.334012
      2792.55     0.346830
      2792.65     0.357052
      2792.75     0.367074
      2792.85     0.378334
      2792.95     0.392389
      2793.05     0.399297
      2793.15     0.406684
      2793.25     0.423894
      2793.35     0.444138
      2793.45     0.450647
      2793.55     0.462426
      2793.65     0.475244
      2793.75     0.494570
      2793.85     0.507187
      2793.95     0.518008
      2794.05     0.537973
      2794.15     0.547436
      2794.25     0.551949
      2794.35     0.558098
      2794.45     0.546997
      2794.55     0.544602
      2794.65     0.537055
      2794.75     0.543404
      2794.85     0.555862
      2794.95     0.559176
      2795.05     0.561652
      2795.15     0.557339
      2795.25     0.566763
      2795.35     0.575787
      2795.45     0.576106
      2795.55     0.585889
      2795.65     0.592198
      2795.75     0.613001
      2795.85     0.621546
      2795.95     0.635162
      2796.05     0.662155
      2796.15     0.692621
      2796.25     0.747964
      2796.35     0.851461
      2796.45     0.962226
      2796.55      1.06085
      2796.65      1.10402
      2796.75      1.13564
      2796.85      1.15265
      2796.95      1.20747
      2797.05      1.21235
      2797.15      1.17453
      2797.25      1.11739
      2797.35      1.06700
      2797.45      1.03566
      2797.55     0.993412
      2797.65     0.961069
      2797.75     0.913951
      2797.85     0.894146
      2797.95     0.859407
      2798.05     0.836408
      2798.15     0.815645
      2798.25     0.792845
      2798.35     0.778310
      2798.45     0.760661
      2798.55     0.743252
      2798.65     0.737941
      2798.75     0.725882
      2798.85     0.709871
      2798.95     0.718176
      2799.05     0.690624
      2799.15     0.697173
      2799.25     0.684395
      2799.35     0.691184
      2799.45     0.681640
      2799.55     0.675771
      2799.65     0.675571
      2799.75     0.680802
      2799.85     0.678965
      2799.95     0.691223
      2800.05     0.692781
      2800.15     0.706916
      2800.25     0.705718
      2800.35     0.714103
      2800.45     0.733389
      2800.55     0.729835
      2800.65     0.754871
      2800.75     0.765812
      2800.85     0.779348
      2800.95     0.789411
      2801.05     0.805223
      2801.15     0.832016
      2801.25     0.848507
      2801.35     0.848267
      2801.45     0.876497
      2801.55     0.891191
      2801.65     0.906844
      2801.75     0.934955
      2801.85     0.946055
      2801.95     0.975683
      2802.05     0.994250
      2802.15      1.01541
      2802.25      1.04205
      2802.35      1.08249
      2802.45      1.09803
      2802.55      1.12817
      2802.65      1.15920
      2802.75      1.20556
      2802.85      1.23914
      2802.95      1.28230
      2803.05      1.34399
      2803.15      1.40101
      2803.25      1.51094
      2803.35      1.73391
      2803.45      2.09104
      2803.55      2.40109
      2803.65      2.74138
      2803.75      3.04081
      2803.85      3.15361
      2803.95      3.24361
      2804.05      3.32946
      2804.15      3.37266
