       2606.2500      1.00013
       2606.5000     0.999924
       2606.7500     0.999260
       2607.0000      1.00003
       2607.2500      1.00271
       2607.5000      1.00106
       2607.7500      1.00085
       2608.0000      1.00436
       2608.2500     0.999663
       2608.5000     0.999785
       2608.7500      1.00297
       2609.0000      1.00560
       2609.2500      1.00362
       2609.5000      1.00681
       2609.7500      1.00486
       2610.0000      1.00624
       2610.2500      1.00843
       2610.5000      1.01051
       2610.7500      1.01927
       2611.0000      1.01925
       2611.2500      1.03224
       2611.5000      1.05129
       2611.7500      1.08512
       2612.0000      1.10288
       2612.2500      1.21495
       2612.5000      1.14216
       2612.7500     0.997675
       2613.0000     0.998650
       2613.2500     0.999671
       2613.5000      1.00455
       2613.7500     0.998332
       2614.0000      1.00092
       2614.2500      1.00165
       2614.5000     0.999069
       2614.7500      1.00167
       2615.0000     0.998182
       2615.2500      1.00129
       2615.5000      1.00025
       2615.7500     0.999416
       2616.0000      1.00057
       2616.2500     0.998113
       2616.5000     0.998898
       2616.7500      1.00068
       2617.0000      1.00025
       2617.2500     0.999488
       2617.5000      1.00319
       2617.7500      1.00130
