    2.78005e+03     5.20000e-02     1.00224e-01     1.30000e+03
    2.78015e+03     4.76400e-02     9.97920e-02     1.19100e+03
    2.78025e+03     4.82800e-02     1.00800e-01     1.20700e+03
    2.78035e+03     4.94800e-02     1.01344e-01     1.23700e+03
    2.78045e+03     4.85200e-02     1.01056e-01     1.21300e+03
    2.78055e+03     4.86400e-02     9.91680e-02     1.21600e+03
    2.78065e+03     4.98000e-02     1.01296e-01     1.24500e+03
    2.78075e+03     4.96800e-02     1.00464e-01     1.24200e+03
    2.78085e+03     5.00800e-02     9.90240e-02     1.25200e+03
    2.78095e+03     4.96400e-02     1.01392e-01     1.24100e+03
    2.78105e+03     4.90000e-02     1.00784e-01     1.22500e+03
    2.78115e+03     5.05600e-02     1.00208e-01     1.26400e+03
    2.78125e+03     4.70800e-02     9.95840e-02     1.17700e+03
    2.78135e+03     5.11200e-02     9.92800e-02     1.27800e+03
    2.78145e+03     5.06400e-02     1.01840e-01     1.26600e+03
    2.78155e+03     5.02800e-02     1.00304e-01     1.25700e+03
    2.78165e+03     4.98800e-02     9.77120e-02     1.24700e+03
    2.78175e+03     4.71200e-02     1.01568e-01     1.17800e+03
    2.78185e+03     5.02800e-02     1.01472e-01     1.25700e+03
    2.78195e+03     4.92400e-02     9.87040e-02     1.23100e+03
    2.78205e+03     4.81600e-02     9.85760e-02     1.20400e+03
    2.78215e+03     5.06800e-02     1.00288e-01     1.26700e+03
    2.78225e+03     4.89200e-02     1.01664e-01     1.22300e+03
    2.78235e+03     4.94400e-02     9.91680e-02     1.23600e+03
    2.78245e+03     5.07600e-02     9.95360e-02     1.26900e+03
    2.78255e+03     4.91200e-02     9.96160e-02     1.22800e+03
    2.78265e+03     5.00400e-02     9.92480e-02     1.25100e+03
    2.78275e+03     4.94400e-02     1.01280e-01     1.23600e+03
    2.78285e+03     5.00000e-02     1.00400e-01     1.25000e+03
    2.78295e+03     4.96000e-02     1.00848e-01     1.24000e+03
    2.78305e+03     5.00400e-02     9.89120e-02     1.25100e+03
    2.78315e+03     4.94000e-02     9.97280e-02     1.23500e+03
    2.78325e+03     5.17600e-02     1.01744e-01     1.29400e+03
    2.78335e+03     4.82800e-02     9.76000e-02     1.20700e+03
    2.78345e+03     5.08400e-02     9.99520e-02     1.27100e+03
    2.78355e+03     4.84800e-02     9.85600e-02     1.21200e+03
    2.78365e+03     4.70400e-02     1.02304e-01     1.17600e+03
    2.78375e+03     4.84000e-02     9.73280e-02     1.21000e+03
    2.78385e+03     5.00800e-02     9.85440e-02     1.25200e+03
    2.78395e+03     4.97600e-02     1.00800e-01     1.24400e+03
    2.78405e+03     4.73200e-02     9.97120e-02     1.18300e+03
    2.78415e+03     4.69600e-02     9.87040e-02     1.17400e+03
    2.78425e+03     5.05600e-02     1.00256e-01     1.26400e+03
    2.78435e+03     4.91200e-02     1.00208e-01     1.22800e+03
    2.78445e+03     4.99600e-02     1.00496e-01     1.24900e+03
    2.78455e+03     4.87600e-02     9.98240e-02     1.21900e+03
    2.78465e+03     4.86800e-02     9.83680e-02     1.21700e+03
    2.78475e+03     5.19200e-02     9.83840e-02     1.29800e+03
    2.78485e+03     5.10000e-02     1.01328e-01     1.27500e+03
    2.78495e+03     4.78800e-02     9.91520e-02     1.19700e+03
    2.78505e+03     4.80000e-02     1.00256e-01     1.20000e+03
    2.78515e+03     4.88400e-02     1.00080e-01     1.22100e+03
    2.78525e+03     5.05200e-02     1.01344e-01     1.26300e+03
    2.78535e+03     4.90400e-02     9.72800e-02     1.22600e+03
    2.78545e+03     5.00800e-02     9.93600e-02     1.25200e+03
    2.78555e+03     5.15200e-02     1.02576e-01     1.28800e+03
    2.78565e+03     5.04000e-02     1.01152e-01     1.26000e+03
    2.78575e+03     4.98800e-02     1.02960e-01     1.24700e+03
    2.78585e+03     4.83200e-02     9.98720e-02     1.20800e+03
    2.78595e+03     4.93600e-02     9.83840e-02     1.23400e+03
    2.78605e+03     4.86400e-02     1.02432e-01     1.21600e+03
    2.78615e+03     4.91600e-02     1.01664e-01     1.22900e+03
    2.78625e+03     4.82000e-02     9.88480e-02     1.20500e+03
    2.78635e+03     4.76800e-02     9.80640e-02     1.19200e+03
    2.78645e+03     4.99600e-02     1.02208e-01     1.24900e+03
    2.78655e+03     4.99200e-02     9.80800e-02     1.24800e+03
    2.78665e+03     4.86800e-02     1.00240e-01     1.21700e+03
    2.78675e+03     4.72000e-02     9.80320e-02     1.18000e+03
    2.78685e+03     4.94000e-02     1.02032e-01     1.23500e+03
    2.78695e+03     5.00000e-02     9.98240e-02     1.25000e+03
    2.78705e+03     4.71600e-02     9.77280e-02     1.17900e+03
    2.78715e+03     4.48000e-02     1.01680e-01     1.12000e+03
    2.78725e+03     4.44400e-02     1.01136e-01     1.11100e+03
    2.78735e+03     4.41600e-02     1.00080e-01     1.10400e+03
    2.78745e+03     4.70400e-02     9.75520e-02     1.17600e+03
    2.78755e+03     4.46000e-02     9.96800e-02     1.11500e+03
    2.78765e+03     4.41200e-02     9.97280e-02     1.10300e+03
    2.78775e+03     4.05200e-02     9.87360e-02     1.01300e+03
    2.78785e+03     4.18400e-02     9.92960e-02     1.04600e+03
    2.78795e+03     4.26800e-02     9.96480e-02     1.06700e+03
    2.78805e+03     4.50000e-02     9.88320e-02     1.12500e+03
    2.78815e+03     4.19600e-02     9.81120e-02     1.04900e+03
    2.78825e+03     4.04400e-02     9.85280e-02     1.01100e+03
    2.78835e+03     4.21200e-02     1.00576e-01     1.05300e+03
    2.78845e+03     3.99200e-02     1.01440e-01     9.98000e+02
    2.78855e+03     4.10800e-02     1.00288e-01     1.02700e+03
    2.78865e+03     4.24800e-02     9.92320e-02     1.06200e+03
    2.78875e+03     4.32000e-02     1.00224e-01     1.08000e+03
    2.78885e+03     4.14400e-02     9.97120e-02     1.03600e+03
    2.78895e+03     4.24400e-02     1.01760e-01     1.06100e+03
    2.78905e+03     4.25600e-02     9.78080e-02     1.06400e+03
    2.78915e+03     4.04800e-02     1.00544e-01     1.01200e+03
    2.78925e+03     3.89200e-02     9.88960e-02     9.73000e+02
    2.78935e+03     4.31600e-02     9.83680e-02     1.07900e+03
    2.78945e+03     3.95600e-02     9.76800e-02     9.89000e+02
    2.78955e+03     3.91200e-02     9.89920e-02     9.78000e+02
    2.78965e+03     4.10400e-02     9.97920e-02     1.02600e+03
    2.78975e+03     4.08800e-02     9.93280e-02     1.02200e+03
    2.78985e+03     3.99600e-02     9.83520e-02     9.99000e+02
    2.78995e+03     3.91600e-02     9.80960e-02     9.79000e+02
    2.79005e+03     3.80800e-02     1.01664e-01     9.52000e+02
    2.79015e+03     3.87200e-02     1.00032e-01     9.68000e+02
    2.79025e+03     3.74000e-02     9.85920e-02     9.35000e+02
    2.79035e+03     3.94400e-02     9.95040e-02     9.86000e+02
    2.79045e+03     3.79200e-02     9.79680e-02     9.48000e+02
    2.79055e+03     3.92800e-02     9.68960e-02     9.82000e+02
    2.79065e+03     3.75200e-02     9.96320e-02     9.38000e+02
    2.79075e+03     3.70000e-02     9.96960e-02     9.25000e+02
    2.79085e+03     3.79200e-02     9.81920e-02     9.48000e+02
    2.79095e+03     3.94400e-02     9.85600e-02     9.86000e+02
    2.79105e+03     3.63600e-02     9.88320e-02     9.09000e+02
    2.79115e+03     3.58800e-02     9.72800e-02     8.97000e+02
    2.79125e+03     3.80000e-02     9.89440e-02     9.50000e+02
    2.79135e+03     3.48800e-02     9.71360e-02     8.72000e+02
    2.79145e+03     3.51200e-02     9.88960e-02     8.78000e+02
    2.79155e+03     3.35200e-02     9.63360e-02     8.38000e+02
    2.79165e+03     3.63200e-02     9.88000e-02     9.08000e+02
    2.79175e+03     3.24000e-02     9.86400e-02     8.10000e+02
    2.79185e+03     3.34400e-02     9.54400e-02     8.36000e+02
    2.79195e+03     3.26400e-02     9.60800e-02     8.16000e+02
